id,en,de,answer,,
1641,"We're delighted to be offering this path in partnership with Land Rover and the MSA, and believe the format offers a new way to experience different rally disciplines in the UK and overseas, and prepare entrants for the rigours and realities of Rally Raid.","Wir freuen uns, diesen Weg in Partnerschaft mit Land Rover und der MSA eröffnen zu können und glauben, dass das Format neue Möglichkeiten erschließt, die verschiedenen Rally-Disziplinen in Großbritannien und dem Ausland zu erleben und Neulinge auf die Strapazen und die Wirklichkeit von Rally Raid vorzubereiten.","Wir freuen uns, Ihnen dieses Pfadverfahren in Partnerschaft mit Land Rover und der MSA anzubieten, und glauben, dass das Format eine neue Möglichkeit bietet, verschiedene Rallydisziplinen in Großbritannien und im Ausland zu erleben und Teilnehmer auf die Herausforderungen und Realitäten des Rally Raid vorzubereiten.",,
1642,We've really enjoyed developing the Defender Challenge car - it'll be a really fun championship.,"Wir hatten wirklich Spaß daran, den Defender Challenge-Wagen zu entwickeln – das wird eine unterhaltsame Meisterschaft.",Wir haben das Defender Challenge-Auto wirklich genossen – es wird eine spannende Meisterschaft sein.,,
1643,"Additionally, the Defender Challenge will provide a training and test day in February, as well as the option to compete in desert events in North Africa and the Middle East.","Darüber hinaus gibt es bei der Defender Challenge einen Trainings- und Testtag im Februar sowie die Option, an Wüstenrennen in Nordafrika und dem Nahen Osten teilzunehmen.","Darüber hinaus wird das Defender Challenge eine Trainings- und Testwoche im Februar sowie die Möglichkeit bieten, an Sandveranstaltungen in Nordafrika und dem Nahen Osten teilzunehmen.",,
1644,Fire crews called to rescue lost puppy after she got stuck 50ft above the ground on precarious ledge in a quarry,"Feuerwehr zur Rettung eines Hündchens gerufen, das 15 Meter über dem Boden auf einem gefährlichen Felsvorsprung in einem Steinbruch festsaß","Feuerwehrroufs gerufen, um einen vermissten Hund zu retten, der sich auf einem gefährlichen Felsvorsprung 5 Meter hoch oben in einem Quarry verfangen hatte.",,
1645,Cocker spaniel Ruby had run off after she was in a minor road crash,Cockerspaniel-Hündin Ruby war nach einem kleineren Verkehrsunfall davongelaufen,"Ruby, eine Cocker Spaniel-, rannte sie nach einem Unfall in einer kleinen Straße.",,
1646,She was spotted three days later by a dog walker trapped in the quarry,Drei Tage später wurde sie von einem Spaziergänger im Steinbruch in ihrer misslichen Lage entdeckt,"Sie wurde drei Tage später von einem Hundebesitzer entdeckt, der in der Furt gefangen war.",,
1647,Firefighters abseil down cliff face to pluck the dog from certain death,Feuerwehrleute seilten sich an Felswand ab und retteten den Hund vor dem sicherem Tod,Feuerwehrabseger stürzen abwärts zur Rettung des Hundes aus Gefahr.,,
1648,A puppy had a lucky escape after fire crews were called to lift her to safety when she somehow got herself stuck 50ft up on a precarious cliff ledge.,"Der Feuerwehr gelang es, ein Hündchen in Sicherheit zu bringen, das auf einem 15 Meter hohen Vorsprung in einer Felswand festsaß.","Ein Hund hatte einen Glücksfall, als Feuerwehrleute gerufen wurden, um sie zu retten, als er sich somehow auf eine gefährliche Felsklippe hochkletterte.",,
1649,Nine month-old cocker spaniel Ruby had run off after being involved in a road crash on Sunday afternoon and survived three days alone before being rescued from a quarry on Wednesday.,"Die neun Monate alte Cockerspaniel-Hündin Ruby war nach einem Verkehrsunfall am Sonntagnachmittag davongelaufen und überlebte drei Tage allein, ehe sie am Mittwoch aus einem Steinbruch gerettet wurde.","Neun Monate alter Cocker Spaniel Ruby war nach einem Verkehrsunfall am Sonntag ausgelaufen und hatte drei Tage allein überlebt, bevor sie von einem Quarry gerettet wurde.",,
1650,"Her owners Scott Alderson, 25, and his girlfriend Becky Hall, 20, were at Flappit Quarry in Denholme, West Yorkshire, to be reunited with Ruby and have thanked West Yorkshire Fire and Rescue Service.","Scott Alderson, 25, und seine Freundin Becky Hall, 20, denen der Hund gehört, kamen zum Steinbruch Flappit in Denholme, West Yorkshire, um Ruby wieder in Empfang zu nehmen und sich bei den Feuerwehrleuten des West Yorkshire Fire and Rescue Service zu bedanken.","Scott Alderson (25) und seine Freundin Becky Hall (20) waren in Flappend Quarry in den West Yorkshire aufgesucht, um Ruby wiederzusehen und sich bei West Yorkshainischen Feuerwehr bedankt zu haben.",,
1651,They had searched frantically for their missing dog and posted appeals on social networking sites after she had ran into the quarry following the minor accident.,"Sie hatten verzweifelt nach ihrer vermissten Hündin gesucht und Hilferufe in sozialen Netzwerken veröffentlicht, als sie nach dem kleinen Verkehrsunfall in den Steinbruch entlaufen war.",Sie hatten verzweifelt nach ihrem vermissten Hund gesucht und haben nach dem Unfall in der Nähe des Berges auf sozialen Netzwerken Anzeigen gepostet.,,
1652,"At around 2.15pm on Wednesday, an eagle-eyed dog walker spotted Ruby on the ledge in the quarry, stranded 50ft up.","Etwa gegen 14:15 Uhr am Mittwoch sah ein Spaziergänger, der seinen Hund ausführte, die gestrandete Ruby auf dem 15 Meter hohen Absatz im Steinbruch.",Um etwa 15:15 Uhr Mittwoch sah ein aufmerksamer Hundebesitzer Ruby an der Klippe im Tal.,,
1653,A Technical Rescue Team from Cleckheaton Fire Station rushed to the scene and abseiled down to rescue Ruby and used a pet tube to transport her up the cliff.,"Das technische Rettungsteam der Cleckheaton Fire Station eilte zur Stelle und seilte sich zur Rettung Rubys ab, die dann in einer Hundebox nach oben transportiert wurde.","Ein technisches Rettungsteam aus dem Löwen-Brand-Einsatzgebiet rannte zur Einsatzstelle und kletterte ab, um Ruby zu retten, und nutzte einen Schlauch für Haustiere, um sie den Fels hinaufzubringen.",,
1654,Specialist Technical Rescue Officer Andy Clayton said: 'She was in a precarious situation.,"Andy Clayton, Spezialist des technischen Rettungsteams, sagte: „Sie war in einer gefährlichen Lage.","Andy Clayton, ein Spezialer Technischer Rettungshelfer, sagte: „Sie befand sich in einer prekären Lage.“",,
1655,She was right in the middle of the cliff face - 50ft from the top and bottom.,Sie befand sich in der Mitte der Felswand – 15 Meter von oben und dem Boden entfernt.,Sie befand sich mitten im Felsvorsprung – 25 Meter vom oberen und unteren Ende entfernt.,,
1656,She did not move a muscle during the rescue - she was frozen solid.,Sie bewegte keinen Muskel während ihrer Rettung – sie war wie steifgefroren.,"Sie bewegte sich nicht, während der Rettung – sie war gefroren.",,
1657,But she is fine now.,Aber jetzt geht es ihr gut.,Sie ist jetzt gut.,,
1658,She was eating biscuits afterwards.,Sie hat anschließend ein paar Hundekuchen gefressen.,Sie aß danach Kekse.,,
1659,This was a very unusual call-out.,Das war ein ziemlich ungewöhnlicher Einsatz.,Diese war eine ungewöhnliche Meldung.,,
1660,The fact that the dog was spotted is unbelievable.,"Die Tatsache, dass der Hund entdeckt wurde, ist unglaublich.","Die Tatsache, dass der Hund gesehen wurde, ist unglaublich.",,
1661,"Specialist Technical Rescue Officer Peter Lau said: ""Ruby had a very lucky escape.""","Peter Lau, Spezialist des technischen Rettungsteams, sagte: „Ruby hatte ein Riesenglück.“","Peter Lau, ein Spezialer Technischer Rettungshelfer, sagte: „Ruby hatte eine sehr glückliche Flucht.“",,
1662,The potential was there that she could have been very seriously injured or worse.,"Es bestand die Möglichkeit, dass sie sehr schwer verletzt war oder Schlimmeres.","Das Potenzial bestand darin, dass sie ernst verletzt oder sogar tödlich verletzt werden könnte.",,
1663,Ruby was taken to the vets for a check-up and was found to be fine other than exhaustion and dehydration.,"Ruby wurde zum Tierarzt zur Untersuchung gebracht, der aber außer Erschöpfung und Dehydrierung nichts feststellte.","Ruby wurde zu einem Tierarzt gebracht, um eine Untersuchung durchführen zu lassen. Sie zeigte keine Anzeichen von Erschöpfung oder Dehydration.",,
1664,"Miss Hall, from Halifax, West Yorkshire, said: ""Watching the rescue was terrifying.""","Becky Hall aus Halifax, West Yorkshire, sagte: „Bei der Rettung zuzusehen war beängstigend.“","Frau Hall, aus Halifax (West Yorkshire), sagte: „Die Rettungsaktion war beängstigend.“",,
1665,I could not believe that she was up there in the first place.,"Ich konnte gar nicht glauben, dass sie wirklich da oben war.","Sie konnte nicht glauben, dass sie dort war.",,
1666,It was amazing to get her back in our arms.,"Es war wundervoll, sie wieder in den Armen zu halten.","Es war wunderbar, sie in unseren Armen zurückzubringen.",,
1667,The vet said that if she became too exhausted and collapsed she would probably have fallen.,"Der Tierarzt erklärte, wenn die Erschöpfung zu groß geworden und sie zusammengebrochen wäre, wäre sie vermutlich abgestürzt.","Sie sagte, wenn sie zu erschöpft wäre und zusammenbrechen würde, sie wahrscheinlich fallen würde.",,
1668,The firefighters were amazing.,Die Feuerwehrleute haben Großartiges geleistet.,Die Feuerwehrleute waren großartig.,,
1669,It was really daring what they did.,"Es war wirklich mutig, was sie getan haben.",Sie haben etwas wirklich riskantes getan.,,
1670,We are just so grateful and every single one of them was absolutely tremendous.,Wir sind einfach so dankbar und jeder von ihnen war absolut unglaublich.,Wir sind außerordentlich dankbar und alle waren absolut herausragend.,,
1671,"Mr Alderson, from Keighley, added: ""We were scared that she might fall but she stayed there.""","Scott Alderson aus Keighley fügte hinzu: „Wir hatten Angst, dass sie herunterfallen würde, aber sie blieb oben.“","„Mr. Alderson aus Höhe, fügte hinzu: „Wir waren erschrocken, dass sie fallen könnte, aber sie blieb dort.““",,
1672,The firefighters were brilliant.,Die Feuerwehrleute waren großartig.,Die Feuerwehrleute waren brillant.,,
1673,I just can't believe where she was.,"Ich kann kaum glauben, wo sie war.",Ich kann es einfach nicht fassen.,,
1674,Mick Jagger says he never hit on Katy Perry when she was 18.,"Mick Jagger erklärt, er habe Katy Perry nie angemacht, als sie 18 war.","Mich Jagger sagt, er habe nie auf Katy Perry gekuschelt, als sie 16 Jahre alt war.",,
1675,"During an interview with an Australian radio show this week, the pop star said she sang backing vocals for Jagger's 2004 song ""Old Habits Die Hard.""","Bei einem Interview mit einem australischen Radiosender diese Woche sagte der Pop-Star, sie habe als Background-Sängerin an Jaggers Song „Old Habits Die Hard“ aus dem Jahr 2004 mitgearbeitet.","Während einer Interview-Sendung in dieser Woche mit einem australischen Radio-Sender sagte die Popstar, sie habe für Jaggers Song „Old Habits Dies Hard“ Gesungen.",,
1676,"Perry said she had dinner with the veteran rocker and that ""he hit on me when I was 18.""","Perry erklärte, sie habe mit dem Altrocker zu Abend gegessen, und dass „er mich angebaggert hat, als ich 18 war“.","Perry sagte, sie habe mit dem Veteranen-Rocker ein Abendessen gehabt und dass er sie als sie mal schlauglich anzog, als sie noch jung war.",,
1677,"She added, ""That was a long time ago, and he's been very kind.""",Sie fügte hinzu: „Das ist schon lange her und er war sehr nett zu mir.“,"Sie fügte hinzu: „Das war lange her, und er war sehr freundlich.“",,
1678,"In a statement Thursday, a representative for Jagger, 70, says he ""categorically denies that he has ever made a pass at Katy Perry.""","In einer Erklärung sagte ein Vertreter Jaggers, 70, am Donnerstag, dass er „kategorisch verneint, dass er jemals Annäherungsversuche bei Katy Perry unternommen habe“.","„Bei einer Erklärung am Donnerstag sagt ein Vertreter von Jagger, er „entschließt sich ausdrücklich dafür, dass er nie einen Pass an Katy Perry gemacht hat.““",,
1679,"The rep adds: ""Perhaps she is confusing him with someone else.""",Der Vertreter ergänzte: „Vielleicht hat sie ihn mit jemand anderem verwechselt.“,Sie fügt hinzu: „Vielleicht ist sie ihm jemand anderes zuwarf.“,,
1680,Perry was one of the singers to make a guest appearance on the Rolling Stones' tour this year.,"Perry war eine der Sängerinnen, die bei der Rolling-Stones-Tour dieses Jahr einen Gastauftritt hatten.","Perry war einer der Sänger, der dieses Jahr auf der Tour der Rolling Stones eine Gastauftritte hatte.",,
1681,"Her new album, ""Prism,"" debuted at No. 1 this week.",Ihr neues Album „Prism“ landete auf Anhieb auf Platz 1 diese Woche.,"Ihr neues Album, „Prism“, hat diese Woche bei Nummer eins gestartet.",,
1682,George Kerevan: Europe break-up gives Scots choice,George Kerevan: Europäische Entflechtung gibt den Schotten die Wahl,Georgen Kerenauer: Europäische Trennung gibt den Skotten eine Wahl.,,
1683,"Another day, another independence scare story.","Ein neuer Tag, eine neue Schreckensgeschichte zur Unabhängigkeit.","Ein weiterer Tag, eine weitere Eskalationsgeschichte über Unabhängigkeit.",,
1684,This time we are warned that an independent Scotland would be required to join the Europe-wide free-travel zone as a condition of EU membership.,"Diesmal werden wir gewarnt, dass ein unabhängiges Schottland erforderlich sei, um dem Schengen-Raum als Bedingung für die EU-Mitgliedschaft beizutreten.","Es wird erwartet, dass unabhängige Schottland Mitglied der europäischen Freizüchtungszone werden muss, als Bedingung für die EU-Mitgliedschaft.",,
1685,Cue stories about passport controls at Berwick and a barbed wire border along Hadrian's Wall.,Das liefert das Stichwort für Geschichten über Passkontrollen in Berwick und eine mit Stacheldraht gesicherte Grenze entlang des Hadrianswalls.,Passage über Kontrollstellen an der Grenze zu Berwick und eine gepanzerte Grenze entlang der Hadrianischen Wall.,,
1686,"True, the Strathclyde paper pointed out the possible economic benefits of freer movement with the rest of Europe, though - predictably - that did not figure in the headlines.","In der Tat wurde in der Strathclyde-Vorlage auf die möglichen wirtschaftlichen Vorteile hingewiesen, die mehr Reisefreiheit im restlichen Europa mit sich bringen würde, doch spielte dies – erwartungsgemäß – in den Schlagzeilen keine Rolle.","Der Strathcumber-Artikel hobelte auf die möglichen wirtschaftlichen Vorteile der freien Bewegung innerhalb Europas auf, obwohl – wie man erwarten konnte – dies nicht in den Schlagzeilen auftauchte.",,
1687,Nor did anyone point out that the EU member states spend much of their time bending their formal rules if it suits them.,"Auch hat niemand erwähnt, dass sich die EU-Mitgliedsstaaten häufig ihre strikten Regeln zurechtbiegen, wenn es für sie günstiger ist.","Die EU-Mitgliedsstaaten verschlangen ihre formalen Regeln, um ihre Interessen zu verfolgen.",,
1688,"Since Scotland isn't in the Schengen area now, continued non-compliance would be a cheap concession for Brussels to offer up in return for whatever it really wanted out of the Scots.","Da Schottland derzeit nicht zum Schengen-Raum gehört, wäre die fortgesetzte Nichtbeachtung für Brüssel nur ein kleines Zugeständnis im Gegenzug für das, was man wirklich von den Schotten will.","Da Schottland nicht mehr im Schengen-Raum ist, würde eine fortgesetzte Nichtbeachtung ein billiges Angebot für Brüssel darstellen, um das, was es wirklich wollte, zu erhalten.",,
1689,"So, a non-story, then.",Also eigentlich keine Story.,"Also, so.",,
1690,"And one that is so long in the tooth it has become fossilised: I first heard the ""independence means passport controls"" canard at least 40 years ago.","Und eine, die schon so in der Jahre gekommen ist, dass sie bereits einem Fossil gleicht: Das erste Mal habe ich die „Unabhängigkeit bedeutet Passkontrollen“-Ente vor mindestens 40 Jahren gehört.","""Und eines, das so alt ist, dass es sich wie ein Fossil verabschiedet hat: Ich habe es schon seit mindestens vier Jahrzehnten gehört, die Behauptung, dass ""Unabhängigkeit bedeutet passportkontrollen"".""",,
1691,Yet there is an interesting point lost in this retelling of a whiskery old tale.,Dabei geht ein interessanter Punkt beim ständigen Wiederholen dieser uralten Geschichte verloren.,"Es gibt jedoch ein interessantes Detail, das in dieser Zusammenfassung eines verschmitzten alten Erzähls verfehlt wird.",,
1692,"Why should an independent Scotland be expected to do Europe's bidding, anyway?","Weshalb sollte man von einem unabhängigen Schottland erwarten, dass es nach der europäischen Pfeife tanzt?",Warum sollte ein unabhängiges Schottland überhaupt von Europas Hand geführt werden?,,
1693,"Why trade London's yoke for that of Brussels, especially now?","Warum das Londoner Joch gegen das von Brüssel eintauschen, besonders jetzt?",Warum wurde Londons Schildhalter durch das Schildhalter des Bründens ersetzt?,,
1694,"Here is the real European news: the great, post-war plan to unite Europe has finally stalled.","Das sind die wirklichen europäischen Neuigkeiten: Der große, nach dem Krieg gefasste Plan zur Vereinigung Europas ist ins Stocken geraten.","Der tatsächliche europäische Nachrichtenbericht besagt, dass der umfassende Plan zur Einigung Europas nach dem Zweiten Weltkrieg endlich scheiterte.",,
1695,"With the euro crisis, Project Europe is officially dead.",Mit der Eurokrise ist das Projekt Europa offiziell gestorben.,Mit der Eurokrise ist Projekt Europa offiziell beendet.,,
1696,"Across the EU, parties which are dedicated to opposing the EU, or to scrapping the euro as a common currency, are gaining ground.","Überall in der EU gewinnen Parteien an Boden, die EU-feindlich sind oder den Euro als Gemeinschaftswährung über Bord werfen möchten.","In der EU gewinnen Parteien, die sich gegen die EU oder gegen die Abschaffung des Euro als gemeinsame Währung einsetzen, an Einfluss.",,
1697,"Even in Germany, the Eurosceptic Alternative for Germany Party - founded only this year - came from nowhere to grab nearly five million votes in September's federal elections, thus effectively knocking the Free Democrats (equivalent to our own Lib Dems) out of the Bundestag.",Selbst in Deutschland konnte die euroskeptische Partei Alternative für Deutschland – erst dieses Jahr gegründet – knapp fünf Millionen Stimmen bei der Bundestagswahl im September für sich ergattern und damit effektiv die Freien Demokraten (das Äquivalent zu den britischen Liberal Democrats) aus dem Bundestag vertreiben.,"In Deutschland kam die Alternative für Deutschland, eine euroskeptische Partei, die erst dieses Jahr gegründet wurde, und erlangte in den Herbstwahlen 2024 fast fünf Millionen Stimmen, wodurch die Freie Demokraten (ähnlich unseren eigenen Lib DEMs) aus dem Bundestag ausgeschlossen wurden.",,
1698,There has always been domestic opposition to the plan to create a federal Europe.,"Es gab schon immer heimischen Widerstand gegen den Plan, ein föderalistisches Europa zu schaffen.",Es gab seit jeher Widerstand gegen die Pläne zur Schaffung einer einheitlichen Europäischen Union.,,
1699,"However, the current economic crisis has proved a watershed.",Die aktuelle Wirtschaftskrise stellt sich allerdings als Wendepunkt heraus.,Die aktuelle wirtschaftliche Krise hat eine entscheidende Rolle gespielt.,,
1700,"The austerity imposed by Berlin and the European Central Bank, coupled with the straitjacket imposed on national economies through adherence to the common currency, has led many people to think Project Europe has gone too far.","Wegen der von Berlin und der Europäischen Zentralbank verhängten strengen Sparpolitik in Verbindung mit der Zwangsjacke, in die die jeweilige nationale Wirtschaft durch das Festhalten an der gemeinsamen Währung genötigt wird, sind viele Menschen der Ansicht, das Projekt Europa sei zu weit gegangen.","Die Sparmaßnahmen, die von Berlin und der Europäischen Zentralbank ergriffen wurden, kombiniert mit dem ""Straitjacket"" auf nationalen Volkswirtschaften durch Einhaltung der gemeinsamen Währung, haben viele Menschen dazu gebracht, zu glauben, dass Projekt Europa zu weit gegangen ist.",,
1701,The crisis of the euro has little to do with national governments running excessive budget deficits - that was true only of Greece.,"Die Krise des Euro hat wenig damit zu tun, dass nationale Regierungen exzessive Haushaltsdefizite verursachen – das war nur in Griechenland der Fall.",Die Krise des Euro hat wenig mit übermäßigen Haushaltsdefiziten der nationalen Regierungen zu tun – das war nur in Griechenland der Fall.,,
1702,"Rather, the euro system locked in its members at exchange rates favourable to German exporters - something German politicians want to keep.","Stattdessen hat das Eurosystem seine Mitglieder auf Wechselkurse festgenagelt, die für deutsche Exporteure vorteilhaft sind – und das möchten deutsche Politiker gern so lassen.","Das Euro-System verankerte sich in seinen Mitgliedsstaaten unter günstigen Wechselkursen, die für deutsche Exportunternehmen vorteilhaft waren.",,
1703,"Without the possibility of domestic currency devaluation, southern Europe finds itself with a built-in productivity disadvantage vis-à-vis Germany.",Ohne die Möglichkeit einer Abwertung der lokalen Währung findet sich Südeuropa mit einem eingebauten Produktivitätsnachteil gegenüber Deutschland wieder.,Ohne die Möglichkeit einer doméstica Währungsdevaluierung findet sich Südeuropa mit einem inhärenten Produktivitätsvorteil gegenüber Deutschland.,,
1704,The only recourse is to slash wages and public spending - spurred on by Berlin.,"Die einzige Möglichkeit besteht darin, Löhne und öffentliche Ausgaben zu kürzen – angespornt von Berlin.","Die einzige Möglichkeit ist, Löhne zu senken und öffentliche Ausgaben zu kürzen – getrieben von Berlin.",,
1705,Beyond the current budget and currency problems lies a deeper European productivity malaise.,Hinter den aktuellen Etat- und Währungsproblemen liegt ein tiefer gehendes europäisches Produktivitätsproblem.,Über die aktuellen Budget- und Währungsbeschränkungen liegt ein tieferer europäischer Produktivitätsmangel vor.,,
1706,"As a result of ""green"" energy policies imposed by Brussels - code for subsidising French and German energy firms at the consumer's expense - European industry pays twice as much for electricity, and four times as much for gas, as in the United States.",Als Folge der von Brüssel verordneten „grünen“ Energierichtlinien – ein Code für die Subventionierung französischer und deutscher Energieunternehmen auf Kosten der Verbraucher – zahlt die europäische Industrie verglichen mit den Vereinigten Staaten das Doppelte für Elektrizität und das Vierfache für Gas.,"Als Folge von ""grünen"" Energiepolitik, die von Brüssel verhängt wurde – für die Subventionierung französischer und deutscher Energieunternehmen an die Verbraucher – zahlt die europäische Industrie doppelt so viel für Strom wie in den Vereinigten Staaten.",,
1707,"That is a crippling cost disadvantage, as we've already seen at Grangemouth.","Das ist ein lähmender Kostennachteil, wie wir bereits in Grangemouth sehen konnten.","Das ist ein erheblicher Kosten-Nachteilsvorteil, wie wir bereits gesehen haben.",,
1708,All the wage freezes in the world won't stop the European petrochemicals industry being hammered by cheap US shale gas.,"Alle Lohnfestschreibungen der Welt schützen die europäische petrochemische Industrie nicht davor, von billigem amerikanischem Schiefergas in die Ecke gedrängt zu werden.","Alle Löhnen weltweit werden nicht daran hindern, die europäische Petrochemieindustrie durch günstige US-Schalldampfpreise geschwächt zu werden.",,
1709,"As a result, revolt is brewing, especially in France, once the EU's main cheerleader.","Als Folge zieht eine Revolte herauf, besonders in Frankreich, dem einstigen Cheerleader der EU.","Als Ergebnis ist eine Aufstandswelle in Frankreich zu beobachten, insbesondere in Frankreich, nachdem die EU-Hauptstütze war.",,
1710,"After the war, the French political elite saw the EU as a vehicle to keep Germany in check, and to give Paris equal billing in the world with Washington.","Nach dem Krieg sah die politische Elite Frankreichs die EU als ein Vehikel, mit dem man Deutschland in Schach halten und Paris auf Augenhöhe mit Washington heben konnte.","Nach dem Krieg sah die französische politische Elite die EU als ein Mittel, Deutschland zu kontrollieren und Paris in der Welt mit Washington gleich zu stellen.",,
1711,"But Berlin no longer needs Paris as a passport to political legitimacy and has imposed its own economic policy on Europe, leaving the battered French economy struggling.","Doch Berlin braucht Paris nicht mehr als Tor zur politischen Legitimation und hat Europa seine eigene Wirtschaftspolitik aufgedrückt, womit die angeschlagene französische Wirtschaft zu kämpfen hat.","Berlin hat sich von Paris als Passport zur politischen Legitimität zurückgezogen und hat seine eigene wirtschaftliche Politik auf die Europäische Union ausgeweitet, was die beschädigte französische Wirtschaft belasten lässt.",,
1712,"Result: Marine Le Pen's right-wing, anti-EU National Front has just won a crucial by-election, knocking the ruling Socialists into third place.","Das Ergebnis: Marine Le Pens rechtsgerichteter, EU-feindlicher Front National hat gerade eine entscheidende Nachwahl gewonnen und damit die regierenden Sozialisten auf Platz drei verwiesen.","Marine Le Pen’s rechtspopulist, antijägerschaftsfreundlicher National Front hat kürzlich einen entscheidenden Wahlgang gewonnen, die Sozialisten in die dritte Platzierung versetzt.",,
1713,The Front is now the most popular party in France with 24 per cent of the vote - a timely warning to British Labour that they can't assume a split on the right will automatically favour the left.,"Der Front National ist nun die beliebteste Partei in Frankreich mit 24 Prozent der Wählerstimmen – eine zeitgerechte Warnung für die britische Labour-Partei, dass sie nicht davon ausgehen kann, eine Spaltung im rechten Spektrum würde automatisch Vorteile für die Linke bedeuten.","Die Front ist heutzutage die beliebteste Partei in Frankreich mit einem Stimmenanteil von 23,8 % – ein zeitnaher Warnung für die britisches Labour-Parteien, dass sie nicht erwarten können, dass eine Spaltung auf der rechten Seite automatisch die Linke bevorzugt.",,
1714,"What is Le Pen doing with her newfound popularity among the French white, working class?",Was macht Le Pen mit ihrer neu gewonnen Popularität unter den weißen Franzosen der Arbeiterklasse?,Was macht die Le Pen mit ihrer neuen Popularität unter den französischen weißen Arbeiterklasse?,,
1715,"She wants to use next year's EU elections to create an anti-EU, anti-common currency bloc across the European Parliament.","Sie möchte die EU-Wahlen nächstes Jahr dazu nutzen, einen Anti-EU-, Anti-Gemeinschaftswährungsblock im Europäischen Parlament zu schmieden.","Sie möchte im nächsten Jahr die EU-Wahlen nutzen, um einen Anti-EU-Anti-Währungsblock über das Europäische Parlament zu schaffen.",,
1716,"If, as is very possible, anti-EU parties do well in these elections, such a bloc could dominate the European Parliament for the first time.","Falls die Anti-EU-Parteien bei diesen Wahlen gut abschneiden – und das ist sehr gut möglich –, dann könnte erstmals ein solcher Block das Europäische Parlament dominieren.","Wenn es sehr wahrscheinlich ist, dass Anti-EU-Parteien in diesen Wahlen gut abschneiden, könnte ein solcher Block erstmals das Europäische Parlament dominieren.",,
1717,Here's my point: sometime soon growing anti-EU and anti-common currency feeling in Europe will coalesce to kill the euro.,"Dies ist der Punkt, auf den ich hinaus will: In nicht allzu ferner Zukunft wird das wachsende Ressentiment gegen die EU und die gemeinsame Währung sich zur Abschaffung des Euro zusammenfinden.","Es gibt eine Tendenz, dass sich in Europa zunehmend eine Anti-EU- und Anti-Gemeinschafts-Haltung entwickeln wird, die zum Aussterben des Euro führen könnte.",,
1718,"The EU won't disappear, but it will revert to something more like the loose ""Europe of the (Sovereign) Nations"" favoured by General de Gaulle.","Die EU wird nicht verschwinden, aber sie wird eher so etwas wie das „Europa der (souveränen) Nationen“ werden, das General de Gaulle favorisierte.","Die EU wird nicht verschwinden, sondern wird zu etwas ähnlicher, wie die ""Freie Europa"" der Zeit des General de Gaulls.",,
1719,Germany and a few of its satellite economies might keep the euro but France and southern Europe will revive their own currencies.,"Deutschland und ein paar seiner Satelliten-Wirtschaften halten vielleicht am Euro fest, aber Frankreich und Südeuropa werden zu ihren eigenen Währungen zurückkehren.","Deutschland und einige seiner Satellitenwirtschaften könnten den Euro beibehalten, während Frankreich und Südeuropa ihre eigenen Währungen wieder aufleben lassen werden.",,
1720,"I expect the UK will distance itself from this project, hoping to cosy up to the US.","Ich erwarte, dass sich Großbritannien von diesem Projekt distanziert in der Hoffnung, sich bei den USA einzuschmeicheln.","Die Vereinigten Königreichs werden sich von diesem Projekt distanzieren, um mit den USA in Kontakt zu treten.",,
1721,"However, Washington's growing interest in the Pacific suggests Britain will be left out in the Atlantic cold.","Allerdings legt Washingtons wachsendes Interesse am Pazifikraum nahe, dass Großbritannien allein im atlantischen Regen stehen wird.","Washingtons wachsender Interesse an der Ostsee deutet darauf hin, dass Großbritannien im Atlantik zurückbleiben wird.",,
1722,Where does this leave Scotland?,Wo bleibt Schottland bei all dem?,Wo verbleibt Schottland?,,
1723,We can choose to be a region of (essentially) Little England.,"Wir können entscheiden, eine Region von (in letzter Konsequenz) Klein-England zu sein.","Wir können wählen, eine Region zu sein, die im Wesentlichen als ""Little England"" bezeichnet wird.",,
1724,Or we can defend our own economic interests - which includes telling Berlin and Brussels where to get off.,"Oder wir können unsere eigenen wirtschaftlichen Interessen verteidigen – wozu auch gehört, Berlin und Brüssel zu sagen, was sie sich wo hinstecken können.","Wir können unsere eigenen wirtschaftlichen Interessen verteidigen – das beinhaltet, Berlin und Brüssel aufzuhalten.",,
1725,I suspect that Scotland could do well inside a looser European arrangement provided we kept our own currency.,"Ich vermute, Schottland könnte in einem lockereren europäischen Verbund ganz gut fahren, sofern wir unsere eigene Währung behalten.","Ich vermute, dass Schottland in einer weniger restriktiven europäischen Vereinbarung gut abschneiden könnte, wenn wir unsere eigene Währung beibehalten würden.",,
1726,Co-operation with other like-minded countries will be easier in a non-federal Europe of the Nations.,"Die Kooperation mit anderen, ähnlich denkenden Ländern ist in einem nicht föderierten Europa der Nationen einfacher.",Zusammenarbeit mit anderen wie ebenso geehrten Ländern wird in einer nicht-föderalen Europäischen Union erleichtert.,,
1727,Otherwise we should consider emulating Norway and retaining our economic independence.,"Ansonsten sollten wir erwägen, es Norwegen gleichzutun und unsere wirtschaftliche Unabhängigkeit behalten.","Andernfalls sollten wir uns bemühen, Norwegen nachzuahmen und unsere wirtschaftliche Unabhängigkeit zu erhalten.",,
